Business Name,Category,Address,City,State,ZIP,Latitude,Longitude,Phone,Website,Description,Truck Spaces,Free Parking,Paid Parking,Reserved Parking,Overnight Parking,Showers,Food,Fuel,Laundry,Restrooms,Repair,CAT Scale,WiFi,Security,TruckParkingClub URL,Affiliate Code,Image URL,Interstate,Exit Number,Published,Featured
Love's Travel Stop #495,Truck Stops,17308 Park 78 Dr,North Fort Myers,FL,33917,,,(239) 731-9217,https://www.loves.com/locations/fl/north-fort-myers/loves-travel-stop-north-fort-myers-495,"24-hour Love's Travel Stop at I-75 Exit 143 (Bayshore Rd), North Fort Myers. 8 fuel lanes, 5 showers, CAT Scale, DEF, on-site Subway and Wendy's, WiFi, and a Love's Truck Care center (2 bays: oil/PM, tires, light mechanical).",,,,,yes,yes,yes,yes,,yes,yes,yes,yes,,,,,I-75,143,yes,no
Pilot Travel Center #94,Truck Stops,26505 Jones Loop Rd,Punta Gorda,FL,33950,,,(941) 637-3974,https://locations.pilotflyingj.com/us/fl/punta-gorda/26505-jones-loop-rd,"24-hour Pilot Travel Center at I-75 Exit 161 (Jones Loop Rd), Punta Gorda. 8 fuel lanes, 5 showers, CAT Scale, DEF, WiFi, ATM, deli, game room, and on-site fast food (Arby's, Waffle House, Burger King, Subway).",,,yes,yes,yes,yes,yes,yes,,yes,,yes,yes,,,,,I-75,161,yes,no
King's Highway Shell,Truck Stops,900 Kings Hwy,Port Charlotte,FL,33980,,,(941) 743-4827,https://find.shell.com/us/fuel/10048475-900-kings-hwy/en_US,"Shell-branded fuel stop with truck parking at I-75 Exit 170 (Kings Hwy), Port Charlotte. Paved truck parking, diesel, convenience store, on-site Dunkin', WiFi, and ATM.",,,,,,,yes,yes,,yes,,,yes,,,,,I-75,170,yes,no
Duncan Road Shell,Truck Stops,6117 Duncan Rd,Punta Gorda,FL,,,,(941) 637-9499,,"Shell-branded fuel stop with truck parking at I-75 Exit 164 (Duncan Rd/US-17), Punta Gorda. Directory-listed with truck parking, restaurant/deli, and convenience store.",,,,,,,yes,yes,,,,,,,,,,I-75,164,yes,no
"CAT Scale - Pilot Travel Center #352, Fort Myers",CAT Scales,6050 Plaza Dr,Fort Myers,FL,33905,,,(239) 693-6868,https://catscale.com/cat-scale-locator/,"CAT Scale certified truck scale at Pilot Travel Center #352, I-75 Exit 139, Fort Myers.",,,,,,,,,,,,yes,,,,,,I-75,139,yes,no
"CAT Scale - Love's Travel Stop #495, North Fort Myers",CAT Scales,17308 Park 78 Dr,North Fort Myers,FL,33917,,,(239) 731-9217,https://catscale.com/cat-scale-locator/,"CAT Scale certified truck scale at Love's Travel Stop #495, I-75 Exit 143, North Fort Myers.",,,,,,,,,,,,yes,,,,,,I-75,143,yes,no
"CAT Scale - Pilot Travel Center #94, Punta Gorda",CAT Scales,26505 Jones Loop Rd,Punta Gorda,FL,33950,,,(941) 637-3974,https://catscale.com/cat-scale-locator/,"CAT Scale certified truck scale at Pilot Travel Center #94, I-75 Exit 161, Punta Gorda.",,,,,,,,,,,,yes,,,,,,I-75,161,yes,no
Love's Truck Care #495 - North Fort Myers,Tire Repair,17308 Park 78 Dr,North Fort Myers,FL,33917,,,(239) 731-9217,https://www.loves.com/locations/fl/north-fort-myers/loves-travel-stop-north-fort-myers-495,"Love's Truck Care service center at Love's #495, I-75 Exit 143, North Fort Myers. 2 service bays offering oil change/PM, tire sales and repair (Hankook, Bridgestone, Michelin, Goodyear, Yokohama, Love's Retreads), and light mechanical service.",,,,,,,,,,,yes,,,,,,,I-75,143,yes,no
Big Ass Truck Wash - North Fort Myers,Truck Washes,5800 Bayshore Rd,North Fort Myers,FL,33917,,,,https://bigasstruckwash.com/,"Touch-free truck and trailer wash in North Fort Myers, near I-75 Exit 143 (Bayshore Rd). Automated touchless wash for trucks, trailers, and oversized vehicles.",,,,,,,,,,,,,,,,,,I-75,143,yes,no
Florida Weigh Station - I-75 Northbound (Punta Gorda),Weigh Stations,,Punta Gorda,FL,,,,,https://www.fdot.gov/mcsaw/weighstationlisting.shtm,"FDOT commercial vehicle weigh/inspection station on I-75 Northbound near Mile Marker 158-159 in Charlotte County (about 3 miles south of Exit 161, Punta Gorda). Weigh-in-motion / static scale; PrePass available.",,,,,,,,,,,,,,,,,,I-75,161,no,no
ONE9 Travel Center (Pilot #89) - Ellenton,Truck Stops,1526 51st Ave E,Ellenton,FL,34222,,,(941) 729-6288,https://locations.pilotflyingj.com/us/fl/ellenton/1526-51st-ave-e,"ONE9 Travel Center (Pilot Travel Center #89) at I-75 Exit 224 in Ellenton. Open 24 hours with 4 diesel fuel lanes, DEF, 2 showers, restrooms, convenience store, WiFi, ATM, check cashing, and propane. Multiple driver reports and the official listing indicate no on-site truck parking.",,,,,,yes,,yes,,yes,,,yes,,,,,I-75,224,yes,no
Circle K Truck Stop (Bradenton),Truck Stops,6410 E State Road 64,Bradenton,FL,34208,,,(941) 750-8736,https://www.circlek.com/station/6410-sr-64-e-bradenton-us,"Circle K truck stop at I-75 Exit 220-A on SR-64 in Bradenton. Open 24 hours with 24-hour diesel (3 fuel lanes), bulk DEF, convenience store, ATM, propane, WiFi, and a lighted lot with a small number of truck spaces. Hosts a CAT Scale (listed separately). No showers on site.",,yes,,,,,,yes,,yes,,yes,yes,,,,,I-75,220,yes,no
CAT Scale (Circle K Bradenton),CAT Scales,6410 E State Road 64,Bradenton,FL,34208,,,(941) 750-8736,https://catscale.com/news/new-cat-scale-opens-in-bradenton-fl/,Certified CAT Scale located at the Circle K truck stop at I-75 Exit 220 in Bradenton. Weigh service via the CAT Scale network (1-877-CAT-SCALE / Weigh My Truck app).,,,,,,,,,,,,yes,,,,,,I-75,220,yes,no
"Bcity Tire Service and Sales, Inc.",Tire Repair,5640 15th St E,Bradenton,FL,34208,,,(941) 249-1831,https://www.bcitytires.com/,"Tire sales and service shop in Bradenton (Manatee County) offering commercial truck tire service, 24-hour roadside tire assistance across the Manatee/Sarasota area, and fleet/commercial vehicle washing. Near I-75 Exit 220 (SR-64) corridor.",,,,,,,,,,,yes,,,,,,,I-75,,yes,no
LP Mobile Tire (Bradenton area),Roadside Service,,Bradenton,FL,,,,813-839-4269,https://lpmobiletire.com/,"Mobile commercial truck tire repair and 24/7 roadside assistance serving Bradenton, Palmetto, Ellenton, Parrish, Lakewood Ranch and surrounding Tampa Bay, including I-75 interchanges and highway calls for semi trucks and fleets.",,,,,,,,,,,yes,,,,,,,I-75,,yes,no
