listing_id,business_name,category,address,city,state,zip,current_latitude,current_longitude,proposed_latitude,proposed_longitude,confidence,source_url,verification_notes,action
4e8c0e97-4aab-4853-8e43-904eacb3b0a9,"CAT Scale — Pilot Travel Center #4558, Calhoun",cat-scales,2111 US Highway 41 NE,Calhoun,GA,30701,,,34.558830,-84.935611,high,https://raw.githubusercontent.com/baxbergenut/fuelbot/master/all_locations.csv,"Pilot-network location dataset + independent scrape cross-check; Pilot #4558 (I-75 exit 318, US-41). 34.55883045,-84.93561143 confirmed by RVUnicorn 34.558868,-84.935939 (~30 m) and truckstopsandservices-derived snippet 34.55882111,-84.93563384. CAT scale on host Pilot property.",ready
15f5c84b-8284-455e-8928-c688f5a308ab,Love's Travel Stop #735,truck-stops,1081 Belwood Rd SE,Calhoun,GA,30701,,,34.443856,-84.915181,high,https://github.com/dsollberger/30DayMapChallenge/blob/main/2022/data/All_The_Places/loves.geojson,"loves.com official data (All The Places loves spider, Site 735) + two independent cross-checks; ATP/loves.com: 34.443856,-84.915181 (1081 Belwood Road SE, phone 706-624-8193). Cross-checks: RVUnicorn loves.csv 34.442816,-84.915598 (~120 m) and campgroundviews.com 34.4439,-84.9152 (~10 m). Co-located Burger King OSM point 34.44330,-84.91573 also on-property. I-75 exit 310. [AUDITED:confirmed] Independent OSM node 13149411585 (lokal-ninja/georgia calhoun/loves.yml): Love's, 1081 Belwood Road Southeast, 34.44329,-84.91551 — ~70 m from proposed 34.443856,-84.915181.",ready
9689ab8c-c937-4676-8fa4-de202ec699d7,Pilot Travel Center #4558,truck-stops,2111 US Highway 41 NE,Calhoun,GA,30701,,,34.558868,-84.935939,high,https://github.com/adnmcq/geo/blob/master/pilot_locations.csv,"official Pilot location CSV (store 4558) + independent geocoded dataset cross-check; Pilot official data: 34.558868,-84.935939 (2111 US Highway 41 NE, I-75 Exit 318, phone 706-625-4368). Independent cross-check (github laurabethstone/data dlobo_latlong.csv, keyed by store 4558): 34.5588042,-84.9356175 - agrees within ~30 m.",ready
8f306b35-1615-4795-93eb-a5f7394bd5ed,Atlanta Commercial Tire - Cartersville,tire-repair,161 Criss Black Road,Cartersville,GA,30120,,,34.221951,-84.876123,medium,https://raw.githubusercontent.com/whosonfirst-data/whosonfirst-data-venue-us-ga/master/data/739/741/227/739741227.geojson,"WhosOnFirst venue geocode (predecessor business at exact address); Atlanta Commercial Tire Cartersville, 161 Criss Black Rd. WOF venue 'North Georgia Tire Service' at 161 Criss Black Rd NW (Bridgestone dealer listing confirms North Georgia Tire = this address). Criss Black Rd NW junction with Hwy 411 is at 34.222365,-84.883573; point is ~700 m along the road, consistent. Single source.",manual-review
1d38a614-f929-4747-95c3-7ae04f61c4e0,BestDrive Commercial Tire Center - Cartersville,tire-repair,2225 Hwy 411 NE,Cartersville,GA,30121,,,34.238071,-84.777491,medium,https://raw.githubusercontent.com/whosonfirst-data/whosonfirst-data-venue-us-ga/master/data/723/039/731/723039731.geojson,"WhosOnFirst address-level geocode; BestDrive Cartersville, 2225 Hwy 411 NE. Two WOF venues at this exact address share point 34.238071,-84.777491 (address-level geocode on the US-411 corridor between Cartersville and White). No independent confirmation.",manual-review
338601ce-8529-4ee1-a478-3284d6901206,"CAT Scale — Pilot Travel Center #67, Cartersville",cat-scales,968 Cassville-White Rd,Cartersville,GA,30120,,,34.272701,-84.807736,high,https://raw.githubusercontent.com/baxbergenut/fuelbot/master/all_locations.csv,"Pilot-network location dataset + two independent cross-checks; Pilot #67 (I-75 exit 296). 34.27270118,-84.80773601 confirmed by RVUnicorn 34.27204,-84.807653 (~75 m) and by WOF venues McDonald's/Subway inside the Pilot building at 968 Cassville White Rd NE (34.273159,-84.808113, ~60 m). CAT scale on host Pilot property. [AUDITED:confirmed] Same point as host Pilot #67 (PFJ API, re-fetched from fuelbot CSV; older Pilot CSV/Allstays 75 m away on same parcel). South side of Cassville-White Rd, correct side vs TA (north)",ready
e2c31cbf-a70b-4617-abb9-d65d6d747c83,CAT Scale — TA Cartersville,cat-scales,981 Cassville-White Rd,Cartersville,GA,30121,,,34.273972,-84.807762,medium,https://github.com/dsollberger/30DayMapChallenge/blob/master/2022/data/All_The_Places/tapetro.geojson,"ta-petro.com scraped brand coords + Google place cross-check; CAT Scale at TA Cartersville, 981 Cassville-White Rd (I-75 exit 296, across the road from Pilot #67). Brand-scraped point 34.2739,-84.8075 agrees with a Google Maps saved place for 'TA Cartersville 0146' at 34.27319,-84.807663 (~80 m); used the higher-precision point. WOF Popeyes (inside TA) geocodes ~450 m east at 34.272533,-84.802577. [AUDITED:wrong] Proposed 34.273190,-84.807663 sits in the Cassville-White Rd corridor between the two competing truck stops, only ~55 m from Pilot #67's point. TA is on the north(west) side: TA's ",manual-review
c9d1ece9-f5fc-4358-a8c5-6467efdda424,JP Truck Center,truck-stops,2320 Hwy 411 NE,Cartersville,GA,30121,,,34.241411,-84.774739,medium,https://us.maptons.com/p/14904145493,"maptons/coparking directory coordinates for exact address, corroborated by adjacent-parcel WhosOnFirst venue; Maptons/CoParking give 34.2414113,-84.7747390 for JP Truck and Auto Center, 2320 US-411/Hwy 411 NE, Cartersville 30121 (I-75 exit 293, phone 678-972-7675). Adjacent Holiday Inn at 2336 Highway 411 NE (WhosOnFirst) is 34.241958,-84.775186 (~75 m away) - consistent. Maptons and coparking lik",manual-review
781f82b8-a9a0-4264-bebf-044a9aba151f,Pilot Travel Center #67,truck-stops,968 Cassville White Rd,Cartersville,GA,30120,,,34.272701,-84.807736,high,https://github.com/baxbergenut/fuelbot/blob/main/all_locations.csv,"Pilot Flying J location-API data (store #67) cross-checked against older official Pilot CSV and adjacent TA/Popeyes point; Current PFJ API dump: 34.27270118,-84.80773601 (968 Cassville White Rd, I-75 Exit 296, phone 770-607-7835). Older official POI-Factory Pilot data: 34.27204,-84.807653 (~75 m). TA/Popeyes across the street at 981 Cassville White (34.273972,-84.807762) confirms the interchange g [AUDITED:confirmed] PFJ API (fuelbot, re-fetched) 34.27270,-84.80774; older Pilot official CSV and Allstays both 34.27204,-84.80765 (~75 m, same parcel) — Pilot is on the SOUTH side of Cassville-Whit",ready
44f54856-9261-45bc-94e9-26d12134b6f3,S & B Truck Wash — Cartersville,truck-washes,968 Cassville White Rd NE,Cartersville,GA,30121,,,34.272701,-84.807736,high,https://www.loc8nearme.com/georgia/cartersville/s-and-b-truckwash/4688559/,"co-location with host property (Pilot #67); S & B Truck Wash, 968 Cassville White Rd NE — same street address as Pilot Travel Center #67; the wash operates on the Pilot property (allstays lists a truck wash at this Pilot). Assigned the verified host-property point (high-confidence Pilot #67 coords). Co-located row, same point as Pilot #67 is expected. [AUDITED:confirmed] Co-location verified: Yelp/YellowPages list S & B Truck Wash at exactly 968 Cassville White Rd NE (the Pilot #67 address), and Pilot Flying J advertises truck wash service at that ",ready
0f848a8a-9f2f-4e89-bed3-97d656bcd25d,TA Cartersville #146,truck-stops,981 Cassville-White Rd,Cartersville,GA,30121,,,34.273972,-84.807762,high,https://github.com/ChaseCallahan37/541_group_proj/blob/main/store-data/Popeyes.csv,"Popeyes store dataset for restaurant inside TA Cartersville (exact address 981 Cassville White Rd NE) + POI-Factory TA dataset cross-check; Popeyes (located inside TA #146) at 981 Cassville White Rd NE: 34.27397156,-84.80776215. Independent POI-Factory truck stop dataset: TA #0146 at 34.2739,-84.8075 (~25 m). ta-petro.com itself is proxy-blocked. I-75 exit 296, across the road from Pilot #67. [AUDITED:confirmed] TA's own feed (tapetro.geojson, re-fetched: TA Cartersville, 981 Cassville-White Road, 34.2739,-84.8075) is ~25 m from proposed 34.273972,-84.807762 (Popeyes-inside-TA dataset). Bo",ready
6d390c19-277a-4cba-952d-0d1f19caa00a,TA Truck Service - TA Cartersville,tire-repair,981 Cassville White Rd NW,Cartersville,GA,30121,,,34.273972,-84.807762,medium,https://www.ta-petro.com/location/ga/ta-cartersville/,"co-location with host TA Cartersville (brand-published property point); TA Truck Service at TA Cartersville, 981 Cassville White Rd (I-75 exit 296). Service bays are on the TA property; same point as the TA Cartersville row (ta-petro-scraped 34.2739,-84.8075 + Google place 34.27319,-84.807663 agree within ~80 m). [AUDITED:wrong] Same misplaced point as the CAT-at-TA row: 34.273190,-84.807663 lies in the road corridor between TA (north side, 34.2739-34.2740 per tapetro.geojson + Popeyes dataset) and Pilot #",manual-review
e1219266-0289-4b70-83aa-b122fa95993d,"Truck Parking Club - 1340 Joe Frank Harris Pkwy SE, Cartersville",parking,1340 Joe Frank Harris Pkwy SE,Cartersville,GA,30120,,,34.206964,-84.819403,low,https://github.com/whosonfirst-data/whosonfirst-data-venue-us-ga/blob/master/data/723/495/387/723495387.geojson,"adjacent-address anchor: WhosOnFirst venue at 1360 Joe Frank Harris Pkwy SE (same block as 1340); Truck Parking Club page confirms an active listing at 1340 Joe Frank Harris Pkwy SE, Cartersville 30120 (~4.5 mi from I-75 exit 290 per TPC), but the page's coordinates could not be retrieved (site fetch blocked). Anchor 1360 JFH Pkwy SE = 34.206964,-84.819403; 1340 is the adjacent parcel, expected wi",manual-review
2014a51a-b405-4d49-a3b4-a22a9844ac5f,"CAT Scale — Pilot Travel Center #416, Cordele",cat-scales,2201 E 16th Ave,Cordele,GA,,,,31.959812,-83.746752,high,https://raw.githubusercontent.com/baxbergenut/fuelbot/master/all_locations.csv,"Pilot-network location dataset + OpenChargeMap + co-located POI; Pilot #416, 2201 E 16th Ave, Cordele (I-75 exit 101). Pilot-derived 31.95981216,-83.74675164; OpenChargeMap OCM-275374 'Pilot Travel Center #416' 31.9600919,-83.74669 (~30 m); co-located Arby's at 2201 E 16th Ave 31.95948982,-83.74677277 (~40 m); RVUnicorn 31.960264,-83.74661. CAT scale on host Pilot property. Input zip missing; zip  [AUDITED:confirmed] Host Pilot #416 property point. PFJ API (fuelbot, re-fetched) 31.95981,-83.74675 and Pilot official CSV 31.96026,-83.74661 bracket it (~55 m); OpenChargeMap and co-located Arby's ",ready
f4591f0b-087b-4856-8957-5a7e020fa209,Love's Travel Stop #801,truck-stops,1525 E 8th Ave,Cordele,GA,31015,,,31.975579,-83.758552,medium,https://github.com/dsollberger/30DayMapChallenge/blob/main/2022/data/All_The_Places/loves.geojson,"loves.com official data (All The Places loves spider, Site 801); older Love's dataset used as cross-check; ATP/loves.com 2022 scrape: 31.975579,-83.758552 (1525 E 8th Ave, Cordele 31015, phone 229-947-6205). Older RVUnicorn loves.csv (I-75 Exit 102, #0801): 31.973352,-83.756017 - the two Love's-derived vintages disagree by ~340 m (large property with Speedco; entrance vs store point). Within ~500 ",manual-review
8a9e2301-b793-454f-85e6-c01e98b715c7,Pilot Travel Center #416,truck-stops,2201 16th Ave E,Cordele,GA,31015,,,31.960264,-83.746610,high,https://github.com/adnmcq/geo/blob/master/pilot_locations.csv,"official Pilot location CSV (store 416, 2201 East 16 Avenue) + independent geocoded dataset cross-check; Pilot official data: 31.960264,-83.74661 (I-75 Exit 101, phone 229-271-5775). Independent cross-check (dlobo_latlong.csv keyed by store 416): 31.9594892,-83.7467725 - agrees within ~90 m. Address written '2201 16th Ave E' in input vs '2201 East 16th Ave' in Pilot data - same address. [AUDITED:confirmed] Pilot official CSV re-fetched (store 416: 31.960264,-83.74661). Independent OpenChargeMap OCM-275374 and co-located Arby's dataset (both cited on sibling row) within 30-90 m; exit-",ready
cbfc290b-82f8-4be8-831a-e806bca0ab8c,Atlanta Commercial Tire - Dalton,tire-repair,3364 Dug Gap Road,Dalton,GA,30720,,,34.678077,-85.005197,medium,https://raw.githubusercontent.com/whosonfirst-data/whosonfirst-data-venue-us-ga/master/data/740/039/721/740039721.geojson,"WhosOnFirst venue geocode (predecessor tire business at exact address); ACT Dalton, 3364 Dug Gap Rd. WOF 'Snider Tire' at 3364 Dug Gap Rd gives 34.678077,-85.005197; a second WOF venue ('Berlin Tire Centers', 3364 Dug Gap Rd SW) geocodes 34.660078,-84.998539 (~2.1 km south on the same road). Chose the northern point (nearer mapped Dug Gap Rd SW nodes and the I-75 exit 328 area). SUSPICIOUS: two sa",manual-review
ee24eb2e-7055-4814-8772-dc0797965591,"CAT Scale — Pilot Travel Center #319, Dalton",cat-scales,243 Connector 3 SW,Dalton,GA,30720,,,34.686835,-85.000111,high,https://raw.githubusercontent.com/cosainto/RVUnicorn/main/backend/prisma/data/pilot-flying-j.csv,"Pilot-network (ONE9) location data, two aggregators identical; Pilot #319, now ONE9 Travel Center, 243 Connector 3 SW, Dalton (I-75 exit 328). RVUnicorn Pilot dataset and location.com both give 34.686835,-85.000111 (Pilot API-derived). Position consistent with exit-328 corridor (Pilot #421 at exit 326 is 34.6557). CAT scale on host property. [AUDITED:confirmed] Directory value surfaced via WebSearch (location.com/truckstopsandservices ONE9 Travel Center Dalton): 34.6872654,-85.0001539 — ~48 m from proposed 34.686835,-85.000111. Georgia in",ready
32188e16-75ce-477c-b671-a22f8606b139,ONE9 Travel Center #319,truck-stops,243 Connector 3 SW,Dalton,GA,30720,,,34.687265,-85.000154,high,https://github.com/Just-Kyu/RouteFlare-Main/blob/main/all_locations%20(1)%20(2).csv,"Pilot Flying J location-API data (ONE9 Travel Center #319) + independent geocoded dataset cross-check; Current PFJ API dump lists it as ONE9 Travel Center #319: 34.687265,-85.000154 (243 Connector 3 SW, I-75 Exit 328, phone 706-277-7934). Independent dlobo_latlong.csv (store 319): 34.6871626,-84.9999995 (~20 m); older Pilot CSV 34.686835,-85.000111 (~50 m). Longitude just west of -85 is correct fo",ready
599cf7a7-eb06-4527-bcdb-69daa62e11c7,Pilot Travel Center #421,truck-stops,142 Carbondale Rd SW,Dalton,GA,30721,,,34.655613,-84.981043,high,https://github.com/adnmcq/geo/blob/master/pilot_locations.csv,"official Pilot location CSV (store 421) + independent geocoded dataset cross-check; Pilot official data: 34.655613,-84.981043 (142 Carbondale Road, I-75 Exit 326, phone 706-370-4060). Independent cross-checks: dlobo_latlong.csv (store 421) 34.655739,-84.980382 (~60 m); Chattanooga TPO travel-survey geocode 34.654132,-84.982201 (~195 m).",ready
a45b0906-ec99-4785-bfd6-afae328bc2aa,Love's Travel Stop #359,truck-stops,150 Old Allatoona Rd SE,Emerson,GA,30121,,,34.118857,-84.743165,high,https://github.com/dsollberger/30DayMapChallenge/blob/main/2022/data/All_The_Places/loves.geojson,"loves.com official data (All The Places loves spider, Site 359, exact address match); Love's official coordinates 34.118857,-84.743165 for 150 Old Allatoona Rd SE, Emerson 30121 (I-75 Exit 283, phone 770-382-4141), identical across three dataset vintages (ATP geojson, BloomTech truck_stops.csv, gSchool loveslocator) - all trace to Love's own locator, so effectively one authoritative source; passes [AUDITED:confirmed] Independent OSM node 423050405 (lokal-ninja/georgia cartersville/loves.yml): Love's, 150 Old Allatoona Road Southeast, phone +1-770-382-4141 (matches), 34.11889,-84.74346 — ~27 m ",ready
aaca5bca-e624-4522-8f04-bf85e4e7d7d4,Snider Fleet Solutions - Forest Park,tire-repair,6025 Lees Mill Rd,Forest Park,GA,30297,,,33.590537,-84.386309,medium,https://raw.githubusercontent.com/unusualslim/dispatcher/master/db/data/locations.json,"Google Maps saved-place export (exact name + address); Snider Fleet Solutions, 6025 Lee's Mill Rd, Forest Park — Google saved place with matching name/address gives 33.5905374,-84.386309. Within Forest Park industrial area south of Atlanta, sanity OK. Google-derived point used alone (rule 4), so capped at medium.",manual-review
7c0afaab-bf58-41b1-9e45-2078f713a690,Clarion Pointe Forsyth I-75,hotels-truck-parking,333 Harold G. Clark Pkwy,Forsyth,GA,31029,,,33.028309,-83.908235,medium,https://github.com/whosonfirst-data/whosonfirst-data-venue-us-ga/blob/master/data/740/049/721/740049721.geojson,"WhosOnFirst/SimpleGeo venue 'Comfort Inn Forsyth' at exact address 333 Harold G Clarke Pkwy (property later rebranded Clarion Pointe, Choice hotel GA767); Single address-level POI-database match: 33.028309,-83.908235. Same property as the Choice Hotels GA767 listing (Comfort Inn -> Clarion Pointe Forsyth I-75); choicehotels.com is proxy-blocked so no second source. Sanity: sits on the Harold G Cla",manual-review
f2f3cfb3-4d20-4954-8639-39c25dff014c,Georgia DPS Weigh Station 12 - I-75 Southbound (Monroe County),weigh-stations,I-75 South near mile marker 190,Forsyth,GA,,,,33.069140,-83.973610,high,https://github.com/tbeerbower/vanlife/blob/08f1da90fa6d4af408d67f92b850b102558302e8/vanlife-backend/src/main/resources/NTAD_Truck_Stop_Parking_9110160632932345500.csv,"USDOT NTAD Truck Stop Parking directional record + weigh-station API dataset cross-check; NTAD row 314 'Georgia Weigh Station Region 6 South (Monroe), I-75S, MP 190, Forsyth' = 33.069,-83.973; independent weigh_station_api.csv (BloomTech-Labs/rv-nav-ds row 235) = 33.06914,-83.97361 (used, higher precision). Direction from official NTAD I-75S label; SB point lies slightly west/south of NB twin, con [AUDITED:confirmed] Re-fetched both cited datasets from raw.githubusercontent and extraction is exact: NTAD row 314 'Georgia Weigh Station Region 6 South (Monroe), I-75S, MP 190, Forsyth' = 33.069,-8",ready
3fc244ee-a2a6-43b8-acd4-5befc8bc2d20,Georgia DPS Weigh Station 13 - I-75 Northbound (Monroe County),weigh-stations,I-75 North near mile marker 190,Forsyth,GA,,,,33.070380,-83.973360,high,https://github.com/tbeerbower/vanlife/blob/08f1da90fa6d4af408d67f92b850b102558302e8/vanlife-backend/src/main/resources/NTAD_Truck_Stop_Parking_9110160632932345500.csv,"USDOT NTAD Truck Stop Parking directional record + weigh-station API dataset cross-check; NTAD row 315 'Georgia Weigh Station Region 6 North (Monroe), I-75N, MP 190, Forsyth' = 33.07,-83.973; rv-nav-ds weigh_station_api.csv row 236 = 33.07038,-83.97336 (used). NB point east of SB twin, correct for NB carriageway on N-S alignment. Waze also lists 'I-75 N Weigh Station - Mile 190'. [AUDITED:confirmed] NTAD row 315 'Georgia Weigh Station Region 6 North(Monroe), I-75N, MP 190, Forsyth' = 33.07,-83.973 and rv-nav row 236 = 33.07038,-83.97336 both re-verified against the raw files. ",ready
a66959e8-5539-4e5c-9f94-118ebedc6397,Rumble Road BP,truck-stops,1334 Rumble Rd,Forsyth,GA,31029,,,32.991792,-83.843281,low,https://github.com/whosonfirst-data/whosonfirst-data-venue-us-ga/blob/master/data/740/049/857/740049857.geojson,"nearest verified same-street neighbor anchor (1418 Rumble Rd, WhosOnFirst); BP at 1334 Rumble Rd is slightly west toward I-75 exit 181; BP's own station-finder page exists for 1334 RUMBLE ROAD FORSYTH 31029 (map.bp.com) but is proxy-blocked; Yelp/Waze/GasBuddy/AllStays confirm the address and I-75 exit 181. Neighbor anchors disagree: WOF 1418 Rumble Rd = 32.991792,-83.843281 but WOF 1528 Rumble Rd",manual-review
d80ff428-3f9d-400d-903d-a35ee8aa95ec,Big Foot Travel Center,truck-stops,1311 Hwy 122 W,Hahira,GA,31632,,,30.993430,-83.390260,low,https://github.com/lokal-ninja/georgia/blob/master/data/cities/hahira/stuckeys.yml,"OSM anchor: Stuckey's node on Highway 122 at/near the I-75 exit 29 interchange, adjacent to (possibly same property as) Big Foot Travel Center; Big Foot Travel Center confirmed at 1311 Hwy 122 W / GA-122, Hahira 31632, I-75 Exit 29 (Yelp 'Big Foot Travel Center 939', truckstopsandservices, Waze 'Shell - Big Foot Travel Center', findtruckservice) but no source published its coordinates. OSM Stuckey",manual-review
8f885b84-e20c-4e45-bddb-7016af7b1f78,Blue Beacon Truck Wash — Jackson,truck-washes,132 Truck Stop Way,Jackson,GA,30233,,,33.206543,-84.058558,medium,https://minusor.com/locations/blue-beacon-of-jackson/jackson/ga/132-truck-stop-way/,"directory POI coords via web search snippet; Blue Beacon Jackson, 132 Truck Stop Way (I-75 exit 201). Point 33.206543,-84.058558 nearly coincides with TA Atlanta South next door (122 Truckstop Way, 33.206476,-84.058568) — Blue Beacon sits adjacent to the TA on the same access road, so proximity is expected, but the directory may have reused the TA geocode. Same-exit cluster with Love's/Speedco and",manual-review
bdbeb0cd-6935-4c31-b188-9465f1c1146a,"CAT Scale — Flying J Travel Center #630, Jackson",cat-scales,1125 Bucksnort Rd,Jackson,GA,30233,,,33.207424,-84.064267,high,https://raw.githubusercontent.com/baxbergenut/fuelbot/master/all_locations.csv,"Pilot-network location dataset + independent scrape cross-check; Flying J #630, 1125 Bucksnort Rd, Jackson (I-75 exit 201). 33.20742423,-84.0642666 confirmed by RVUnicorn 33.208006,-84.064004 (~70 m) and dcfctracker EV-charger listing (same value). CAT scale on host Flying J property. [AUDITED:confirmed] 70 m from Flying J #630 brand point (33.208006,-84.064004, Pilot official CSV) — both on the same large FJ parcel at 1125 Bucksnort Rd, west of I-75. Value is the PFJ API dump coor",ready
