db_id,name,state,city,category_slug,is_published,bucket,reason
(see id map note),TA Troy,IL,Troy,truck-stops,true,exact-match,"imported 2026-07-25; value digest 2ac6c659… proves production still equals the import CSV, which equals the current official master"
(see id map note),TA Davy Crockett Travel Center,TN,Greeneville,truck-stops,true,exact-match,"imported 2026-07-25; value digest 2ac6c659… proves production still equals the import CSV, which equals the current official master"
(see id map note),TA Binghamton,NY,Binghamton,truck-stops,true,exact-match,"imported 2026-07-25; value digest 2ac6c659… proves production still equals the import CSV, which equals the current official master"
(see id map note),TA Dansville,NY,Dansville,truck-stops,true,exact-match,"imported 2026-07-25; value digest 2ac6c659… proves production still equals the import CSV, which equals the current official master"
(see id map note),TA Maybrook,NY,Montgomery,truck-stops,true,exact-match,"imported 2026-07-25; value digest 2ac6c659… proves production still equals the import CSV, which equals the current official master"
(see id map note),TA Greenland,NH,Greenland,truck-stops,true,exact-match,"imported 2026-07-25; value digest 2ac6c659… proves production still equals the import CSV, which equals the current official master"
(see id map note),TA Bloomsburg,PA,Bloomsburg,truck-stops,true,exact-match,"imported 2026-07-25; value digest 2ac6c659… proves production still equals the import CSV, which equals the current official master"
(see id map note),TA Greencastle,PA,Greencastle,truck-stops,true,exact-match,"imported 2026-07-25; value digest 2ac6c659… proves production still equals the import CSV, which equals the current official master"
(see id map note),TA Milesburg,PA,Milesburg,truck-stops,true,exact-match,"imported 2026-07-25; value digest 2ac6c659… proves production still equals the import CSV, which equals the current official master"
(see id map note),TA Harborcreek,PA,Erie,truck-stops,true,exact-match,"imported 2026-07-25; value digest 2ac6c659… proves production still equals the import CSV, which equals the current official master"
(see id map note),TA Porter,IN,Porter,truck-stops,true,exact-match,"imported 2026-07-25; value digest 2ac6c659… proves production still equals the import CSV, which equals the current official master"
(see id map note),TA Prescott,AR,Prescott,truck-stops,true,exact-match,"imported 2026-07-25; value digest 2ac6c659… proves production still equals the import CSV, which equals the current official master"
(see id map note),TA Tonopah,AZ,Tonopah,truck-stops,true,exact-match,"imported 2026-07-25; value digest 2ac6c659… proves production still equals the import CSV, which equals the current official master"
(see id map note),TA Willcox,AZ,Willcox,truck-stops,true,exact-match,"imported 2026-07-25; value digest 2ac6c659… proves production still equals the import CSV, which equals the current official master"
(see id map note),TA Barstow,CA,Barstow,truck-stops,true,exact-match,"imported 2026-07-25; value digest 2ac6c659… proves production still equals the import CSV, which equals the current official master"
(see id map note),TA Limon,CO,Limon,truck-stops,true,exact-match,"imported 2026-07-25; value digest 2ac6c659… proves production still equals the import CSV, which equals the current official master"
(see id map note),TA Moriarty,NM,Moriarty,truck-stops,true,exact-match,"imported 2026-07-25; value digest 2ac6c659… proves production still equals the import CSV, which equals the current official master"
(see id map note),TA Big Spring,TX,Big Spring,truck-stops,true,exact-match,"imported 2026-07-25; value digest 2ac6c659… proves production still equals the import CSV, which equals the current official master"
(see id map note),TA Ganado,TX,Ganado,truck-stops,true,exact-match,"imported 2026-07-25; value digest 2ac6c659… proves production still equals the import CSV, which equals the current official master"
(see id map note),TA New Braunfels,TX,New Braunfels,truck-stops,true,exact-match,"imported 2026-07-25; value digest 2ac6c659… proves production still equals the import CSV, which equals the current official master"
(see id map note),TA Terrell,TX,Terrell,truck-stops,true,exact-match,"imported 2026-07-25; value digest 2ac6c659… proves production still equals the import CSV, which equals the current official master"
(see id map note),TA Rawlins,WY,Rawlins,truck-stops,true,exact-match,"imported 2026-07-25; value digest 2ac6c659… proves production still equals the import CSV, which equals the current official master"
(see id map note),TA Edinburg,TX,Edinburg,truck-stops,true,exact-match,"imported 2026-07-25; value digest 2ac6c659… proves production still equals the import CSV, which equals the current official master"
(see id map note),TA Morris,IL,Morris,truck-stops,true,exact-match,"imported 2026-07-25; value digest 2ac6c659… proves production still equals the import CSV, which equals the current official master"
(see id map note),TA Greenwood,LA,Greenwood,truck-stops,true,exact-match,"imported 2026-07-25; value digest 2ac6c659… proves production still equals the import CSV, which equals the current official master"
(see id map note),Petro Columbia,SC,Columbia,truck-stops,true,exact-match,"imported 2026-07-25; value digest 2ac6c659… proves production still equals the import CSV, which equals the current official master"
(see id map note),TA Wheeler Ridge,CA,Arvin,truck-stops,true,exact-match,"imported 2026-07-25; value digest 2ac6c659… proves production still equals the import CSV, which equals the current official master"
(see id map note),TA DeMotte,IN,DeMotte,truck-stops,true,exact-match,"imported 2026-07-25; value digest 2ac6c659… proves production still equals the import CSV, which equals the current official master"
(see id map note),TA Battle Creek,MI,Battle Creek,truck-stops,true,exact-match,"imported 2026-07-25; value digest 2ac6c659… proves production still equals the import CSV, which equals the current official master"
(see id map note),TA Holbrook,AZ,Holbrook,truck-stops,true,exact-match,"imported 2026-07-25; value digest 2ac6c659… proves production still equals the import CSV, which equals the current official master"
(see id map note),TA Baldwin,FL,Baldwin,truck-stops,true,exact-match,"imported 2026-07-25; value digest 2ac6c659… proves production still equals the import CSV, which equals the current official master"
(see id map note),TA Jacksonville South,FL,Jacksonville,truck-stops,true,exact-match,"imported 2026-07-25; value digest 2ac6c659… proves production still equals the import CSV, which equals the current official master"
(see id map note),TA Mocksville,NC,Mocksville,truck-stops,true,exact-match,"imported 2026-07-25; value digest 2ac6c659… proves production still equals the import CSV, which equals the current official master"
(see id map note),TA Beto Junction,KS,Lebo,truck-stops,true,exact-match,"imported 2026-07-25; value digest 2ac6c659… proves production still equals the import CSV, which equals the current official master"
(see id map note),TA West Greenwich,RI,West Greenwich,truck-stops,true,exact-match,"imported 2026-07-25; value digest 2ac6c659… proves production still equals the import CSV, which equals the current official master"
(see id map note),TA Brooklyn,IA,Brooklyn,truck-stops,true,exact-match,"imported 2026-07-25; value digest 2ac6c659… proves production still equals the import CSV, which equals the current official master"
(see id map note),TA Clayton,IN,Clayton,truck-stops,true,exact-match,"imported 2026-07-25; value digest 2ac6c659… proves production still equals the import CSV, which equals the current official master"
(see id map note),TA Express Alexander,ND,Alexander,truck-stops,true,exact-match,"imported 2026-07-25; value digest 2ac6c659… proves production still equals the import CSV, which equals the current official master"
(see id map note),TA Laurel,MT,Laurel,truck-stops,true,exact-match,"imported 2026-07-25; value digest 2ac6c659… proves production still equals the import CSV, which equals the current official master"
(see id map note),TA Denton,TX,Denton,truck-stops,true,exact-match,"imported 2026-07-25; value digest 2ac6c659… proves production still equals the import CSV, which equals the current official master"
(see id map note),TA Atlanta South,GA,Jackson,truck-stops,true,exact-match,"imported 2026-07-25; value digest 2ac6c659… proves production still equals the import CSV, which equals the current official master"
(see id map note),TA Bernardo,TX,Sealy,truck-stops,true,exact-match,"imported 2026-07-25; value digest 2ac6c659… proves production still equals the import CSV, which equals the current official master"
(see id map note),TA Express Steele,ND,Steele,truck-stops,true,exact-match,"imported 2026-07-25; value digest 2ac6c659… proves production still equals the import CSV, which equals the current official master"
(see id map note),TA Express Hot Springs,SD,Hot Springs,truck-stops,true,exact-match,"imported 2026-07-25; value digest 2ac6c659… proves production still equals the import CSV, which equals the current official master"
(see id map note),TA Express Summit,SD,Summit,truck-stops,true,exact-match,"imported 2026-07-25; value digest 2ac6c659… proves production still equals the import CSV, which equals the current official master"
(see id map note),TA Express Vermillion,SD,Burbank,truck-stops,true,exact-match,"imported 2026-07-25; value digest 2ac6c659… proves production still equals the import CSV, which equals the current official master"
(see id map note),TA Huntington,OR,Huntington,truck-stops,true,exact-match,"imported 2026-07-25; value digest 2ac6c659… proves production still equals the import CSV, which equals the current official master"
(see id map note),TA Express Baytown South,TX,Baytown,truck-stops,true,exact-match,"imported 2026-07-25; value digest 2ac6c659… proves production still equals the import CSV, which equals the current official master"
(see id map note),TA Express Biggs Junction,OR,Wasco,truck-stops,true,exact-match,"imported 2026-07-25; value digest 2ac6c659… proves production still equals the import CSV, which equals the current official master"
(see id map note),TA Express Kilgore,TX,Kilgore,truck-stops,true,exact-match,"imported 2026-07-25; value digest 2ac6c659… proves production still equals the import CSV, which equals the current official master"
(see id map note),TA Express Almeda,TX,Almeda,truck-stops,true,exact-match,"imported 2026-07-25; value digest 2ac6c659… proves production still equals the import CSV, which equals the current official master"
(see id map note),TA Express West Point,GA,West Point,truck-stops,true,exact-match,"imported 2026-07-25; value digest 2ac6c659… proves production still equals the import CSV, which equals the current official master"
(see id map note),TA Express Edgerton,KS,Edgerton,truck-stops,true,exact-match,"imported 2026-07-25; value digest 2ac6c659… proves production still equals the import CSV, which equals the current official master"
(see id map note),TA Express Mount Vernon,TX,Mount Vernon,truck-stops,true,exact-match,"imported 2026-07-25; value digest 2ac6c659… proves production still equals the import CSV, which equals the current official master"
(see id map note),TA Express Nacogdoches,TX,Nacogdoches,truck-stops,true,exact-match,"imported 2026-07-25; value digest 2ac6c659… proves production still equals the import CSV, which equals the current official master"
(see id map note),TA Express Fairfield,TX,Fairfield,truck-stops,true,exact-match,"imported 2026-07-25; value digest 2ac6c659… proves production still equals the import CSV, which equals the current official master"
(see id map note),TA Express White Hills,AZ,White Hills,truck-stops,true,exact-match,"imported 2026-07-25; value digest 2ac6c659… proves production still equals the import CSV, which equals the current official master"
(see id map note),TA Express Carthage,TX,Carthage,truck-stops,true,exact-match,"imported 2026-07-25; value digest 2ac6c659… proves production still equals the import CSV, which equals the current official master"
(see id map note),Petro El Paso,TX,El Paso,truck-stops,true,exact-match,"imported 2026-07-25; value digest 2ac6c659… proves production still equals the import CSV, which equals the current official master"
(see id map note),Petro Weatherford,TX,Weatherford,truck-stops,true,exact-match,"imported 2026-07-25; value digest 2ac6c659… proves production still equals the import CSV, which equals the current official master"
(see id map note),Petro Laramie,WY,Laramie,truck-stops,true,exact-match,"imported 2026-07-25; value digest 2ac6c659… proves production still equals the import CSV, which equals the current official master"
(see id map note),Petro Beaumont,TX,Beaumont,truck-stops,true,exact-match,"imported 2026-07-25; value digest 2ac6c659… proves production still equals the import CSV, which equals the current official master"
(see id map note),Petro San Antonio,TX,San Antonio,truck-stops,true,exact-match,"imported 2026-07-25; value digest 2ac6c659… proves production still equals the import CSV, which equals the current official master"
(see id map note),Petro Eloy,AZ,Casa Grande,truck-stops,true,exact-match,"imported 2026-07-25; value digest 2ac6c659… proves production still equals the import CSV, which equals the current official master"
(see id map note),Petro Amarillo,TX,Amarillo,truck-stops,true,exact-match,"imported 2026-07-25; value digest 2ac6c659… proves production still equals the import CSV, which equals the current official master"
(see id map note),Petro Shreveport,LA,Shreveport,truck-stops,true,exact-match,"imported 2026-07-25; value digest 2ac6c659… proves production still equals the import CSV, which equals the current official master"
(see id map note),Petro Corning,CA,Corning,truck-stops,true,exact-match,"imported 2026-07-25; value digest 2ac6c659… proves production still equals the import CSV, which equals the current official master"
(see id map note),Petro Hammond,LA,Hammond,truck-stops,true,exact-match,"imported 2026-07-25; value digest 2ac6c659… proves production still equals the import CSV, which equals the current official master"
(see id map note),Petro Milan,NM,Milan,truck-stops,true,exact-match,"imported 2026-07-25; value digest 2ac6c659… proves production still equals the import CSV, which equals the current official master"
(see id map note),Petro Bordentown,NJ,Bordentown,truck-stops,true,exact-match,"imported 2026-07-25; value digest 2ac6c659… proves production still equals the import CSV, which equals the current official master"
(see id map note),Petro Kingman,AZ,Kingman,truck-stops,true,exact-match,"imported 2026-07-25; value digest 2ac6c659… proves production still equals the import CSV, which equals the current official master"
(see id map note),Petro Oklahoma City,OK,Oklahoma City,truck-stops,true,exact-match,"imported 2026-07-25; value digest 2ac6c659… proves production still equals the import CSV, which equals the current official master"
(see id map note),Petro Perrysburg,OH,Perrysburg,truck-stops,true,exact-match,"imported 2026-07-25; value digest 2ac6c659… proves production still equals the import CSV, which equals the current official master"
(see id map note),Petro Kingdom City,MO,Kingdom City,truck-stops,true,exact-match,"imported 2026-07-25; value digest 2ac6c659… proves production still equals the import CSV, which equals the current official master"
(see id map note),Petro Bucksville,AL,McCalla,truck-stops,true,exact-match,"imported 2026-07-25; value digest 2ac6c659… proves production still equals the import CSV, which equals the current official master"
(see id map note),Petro Girard,OH,Girard,truck-stops,true,exact-match,"imported 2026-07-25; value digest 2ac6c659… proves production still equals the import CSV, which equals the current official master"
(see id map note),Petro Effingham,IL,Effingham,truck-stops,true,exact-match,"imported 2026-07-25; value digest 2ac6c659… proves production still equals the import CSV, which equals the current official master"
(see id map note),Petro Atlanta,GA,Atlanta,truck-stops,true,exact-match,"imported 2026-07-25; value digest 2ac6c659… proves production still equals the import CSV, which equals the current official master"
(see id map note),Petro Phoenix,OR,Phoenix,truck-stops,true,exact-match,"imported 2026-07-25; value digest 2ac6c659… proves production still equals the import CSV, which equals the current official master"
(see id map note),Petro Wheeler Ridge,CA,Lebec,truck-stops,true,exact-match,"imported 2026-07-25; value digest 2ac6c659… proves production still equals the import CSV, which equals the current official master"
(see id map note),Petro Mebane,NC,Mebane,truck-stops,true,exact-match,"imported 2026-07-25; value digest 2ac6c659… proves production still equals the import CSV, which equals the current official master"
(see id map note),Petro Glendale,KY,Glendale,truck-stops,true,exact-match,"imported 2026-07-25; value digest 2ac6c659… proves production still equals the import CSV, which equals the current official master"
(see id map note),Petro North Las Vegas,NV,North Las Vegas,truck-stops,true,exact-match,"imported 2026-07-25; value digest 2ac6c659… proves production still equals the import CSV, which equals the current official master"
(see id map note),TA Hillsboro,TX,Hillsboro,truck-stops,true,exact-match,"imported 2026-07-25; value digest 2ac6c659… proves production still equals the import CSV, which equals the current official master"
(see id map note),Petro Carlisle,PA,Carlisle,truck-stops,true,exact-match,"imported 2026-07-25; value digest 2ac6c659… proves production still equals the import CSV, which equals the current official master"
(see id map note),Petro Sparks,NV,Sparks,truck-stops,true,exact-match,"imported 2026-07-25; value digest 2ac6c659… proves production still equals the import CSV, which equals the current official master"
(see id map note),Petro Spokane,WA,Spokane,truck-stops,true,exact-match,"imported 2026-07-25; value digest 2ac6c659… proves production still equals the import CSV, which equals the current official master"
(see id map note),Petro Santa Nella,CA,Santa Nella,truck-stops,true,exact-match,"imported 2026-07-25; value digest 2ac6c659… proves production still equals the import CSV, which equals the current official master"
