"01d5116b-6fc7-4a6f-909d-11d594522aab","Smokey Park Hwy (exact street number not published in listing preview), Candler, NC, ","No_Match"
"062c24f7-7145-41f3-97f7-431b2d8965b3","1000 Truckstop Rd, Kenly, NC, 27542","No_Match"
"46c70f80-8582-44d1-a7b6-ea9423392fea","615 Watt Rd, Knoxville, TN, 37922","Match","Non_Exact","615 N WATT RD, KNOXVILLE, TN, 37934","-84.234760900271,35.873153087956","657913173","L"
"18df2837-56f3-4b52-9360-d625614d0910","618 Lambson Ln, New Castle, DE, 19720","Match","Exact","618 LAMBSON LN, NEW CASTLE, DE, 19720","-75.539944865575,39.705251548246","187283164","L"
"ef42e8a8-4ee1-4ece-a100-ba17bfe15200","2965 Highway 247C, Byron, GA, ","No_Match"
"103d2a5b-3b82-4062-b665-c34a02e55421","693 Karen Dr, Ringgold, GA, 30736","Match","Exact","693 KAREN DR, RINGGOLD, GA, 30736","-85.209162312268,34.967899673335","66702386","L"
"02cc4878-abf2-44a6-9495-7fbd598d4bc3","192 Highway 83, Evergreen, AL, 36401","Match","Exact","192 STATE RTE 83, EVERGREEN, AL, 36401","-86.970168893875,31.460002568498","655369997","R"
"2237db27-ede4-4872-9149-f2ea2e2fb8c7","409 Yemassee Hwy, Yemassee, SC, 29945","No_Match"
"6dbef08c-6306-4db2-bccf-5da49a0a2ac8","178 Southwell Blvd, Tifton, GA, 31794","Match","Exact","178 SOUTHWELL BLVD, TIFTON, GA, 31794","-83.506839018844,31.415562892656","87794383","L"
"0ef95380-098c-4503-9bc9-74781c544195","I-95 Southbound, Mile Marker 107, Ladysmith, VA, 22501","No_Match"
"55f53612-5494-460b-9ee1-2ac92f154285","4431 Union Rd, Tifton, GA, 31794","Match","Exact","4431 UNION RD, TIFTON, GA, 31794","-83.512424277274,31.377427279258","87777736","R"
"0233ead3-771d-4d86-ba66-186665572f7d","2423 W Main St, Clarksville, AR, 72830","Match","Exact","2423 W MAIN ST, CLARKSVILLE, AR, 72830","-93.51425427389,35.471373531965","73528355","R"
"61744d1b-3abe-4aed-bbcc-775321a08d5b","2965 Hwy 247C, Byron, GA, 31008","No_Match"
"e77e023a-8667-4f3a-ab4e-480cf280ff2d","7001 Bellville Rd, Lake Park, GA, 31636","No_Match"
"000c91b2-9827-443c-8669-5f07c833f485","3884 Prospect Ave, Naples, FL, 34104","Match","Exact","3884 PROSPECT AVE, NAPLES, FL, 34104","-81.760306419973,26.156900507896","115139685","R"
"32188e16-75ce-477c-b671-a22f8606b139","243 Connector 3 SW, Dalton, GA, 30720","No_Match"
"5cacc890-42ce-467d-a63b-3cc01d3b9c95","I-75 South near mile marker 23, Valdosta, GA, ","No_Match"
"c0c4681b-ae70-4873-8240-f1542361338e","1190 Frank Amerson Pkwy, Macon, GA, ","Match","Exact","1190 FRANK AMERSON PKWY, MACON, GA, 31216","-83.734473899988,32.719176173911","650760623","L"
"7ac0bc00-385a-48e5-875a-1576872a51f5","615 Watt Rd, Knoxville, TN, 37922","Match","Non_Exact","615 N WATT RD, KNOXVILLE, TN, 37934","-84.234760900271,35.873153087956","657913173","L"
"020975e1-13ef-41d9-a02e-c94d8ba05896","2600 W I-65 Service Rd N, Prichard, AL, 36612","No_Match"
"5adb811d-9b49-4829-a08f-75481f80a864","507 Hwy 309, Niota, TN, 37826","No_Match"
"03ed38e8-cad2-426a-9624-021532e389b4","11786 E State Road 250, Crothersville, IN, 47274","Match","Non_Exact","11786 E STATE RD 250, CROTHERSVILLE, IN, 47229","-85.818119349139,38.843670590379","31267591","R"
"03c39975-0f38-4f41-97e7-d50d95b9edf0","3205 Valentine Rd, North Little Rock, AR, 72117","No_Match"
"03cfac83-ce8b-457e-98e6-26265c60d3b4","3404 Highway 63 N, Hazen, AR, 72064","No_Match"
"0b9d7041-33c5-4e04-9f78-feae94df3de4","102 Triport Rd, Georgetown, KY, 40324","Match","Exact","102 TRIPORT RD, GEORGETOWN, KY, 40324","-84.553442303154,38.275088791895","41240093","R"
"0c8f2702-18ba-465d-ad9f-7222b3db2744","I-95 Median Service Plaza, Mile Marker 82, Aberdeen, MD, 21001","No_Match"
"0b924a84-cb2d-4876-b433-f63fdfa47c78","I-95 North, milepost 37, Carson, VA, 23830","No_Match"
"a178c35e-73ba-4c23-bbe4-605dc4a365c4","288 Resaca Beach Blvd, Resaca, GA, 30735","No_Match"
"07d998a5-79fa-4b95-b63f-7bbeb29ca62e","9211 Lewisburg Highway, Cornersville, TN, 37047","Match","Exact","9211 LEWISBURG HWY, CORNERSVILLE, TN, 37047","-86.884102253998,35.304676143923","657982718","L"
"05c5310e-ad0b-4447-8ebb-2d944b974f0d","579 Old Omega Rd, Tifton, GA, 31794","Match","Exact","579 OLD OMEGA RD, TIFTON, GA, 31794","-83.529052695564,31.440850268737","87802646","L"
"00da872b-f8e1-4216-87b8-2991147f166f","750 Buckeye Rd, Lima, OH, 45804","Match","Exact","750 BUCKEYE RD, LIMA, OH, 45804","-84.114709248403,40.708587904275","209546679","R"
"07c9a38a-fd7d-4453-907e-25c65f54f3fd","130 W Trinity Ln, Nashville, TN, 37207","Match","Exact","130 W TRINITY LN, NASHVILLE, TN, 37207","-86.773257893557,36.206200144126","647611459","L"
"05c35c41-6e8f-481f-a2f7-5f50e91170df","7791 NW 47th Avenue, Ocala, FL, 34482","No_Match"
"c8d0eb8c-df20-4bd7-89f2-038aa550c3ee","39 Victory Ln, Vienna, GA, 31092","Match","Exact","39 VICTORY LN, VIENNA, GA, 31092","-83.761298313491,32.083969839427","631719314","L"
"78e6f4ee-fc3b-4c79-8946-2f2bc602a54a","1081 Belwood Rd SE, Calhoun, GA, 30701","Match","Exact","1081 BELWOOD RD SE, CALHOUN, GA, 30701","-84.914507772724,34.443666695584","648844217","L"
"ff5956ff-3364-46a8-b036-0c8c8a414ad0","178 Southwell Blvd, Tifton, GA, 31794","Match","Exact","178 SOUTHWELL BLVD, TIFTON, GA, 31794","-83.506839018844,31.415562892656","87794383","L"
"08b40c31-f1c3-47c0-b278-00c622cedcba","155 Petro Rd, Kingston Springs, TN, 37082","Match","Exact","155 PETRO RD, KINGSTON SPRINGS, TN, 37082","-87.093541625455,36.08238229895","608460117","L"
"00ced50d-f1f6-4e29-9a16-1b866beedef0","3240 Point Mallard Parkway SE, Priceville, AL, 35603","Match","Non_Exact","3240 POINT MALLARD PKWY SE, DECATUR, AL, 35603","-86.911220873697,34.537288963942","647390705","R"
"208bb775-28c3-4123-8bd8-6eaaeac77ad4","I-95 Median Service Plaza, Mile Marker 82, Aberdeen, MD, 21001","No_Match"
"9689ab8c-c937-4676-8fa4-de202ec699d7","2111 US Highway 41 NE, Calhoun, GA, 30701","No_Match"
"1e825644-fb2f-42c6-8bd1-e862fbbcdf40","I-75 North near mile marker 23, Valdosta, GA, ","No_Match"
"0432986c-b8ae-47fe-a647-db30b12d9434","2600 W I-65 Service Rd N, Prichard, AL, 36612","No_Match"
"ee24eb2e-7055-4814-8772-dc0797965591","243 Connector 3 SW, Dalton, GA, 30720","No_Match"
"04e8fad7-c564-4879-95ba-91816d3b1074","14197 S US Highway 441, Lake City, FL, 32024","Match","Exact","14197 S US HWY 441, LAKE CITY, FL, 32024","-82.597281828825,29.996262049965","647822550","R"
"10905c05-3522-4be3-892e-19218c42f507","377 S Schaefer Hwy, Detroit, MI, 48217","No_Match"
"05e3d706-abe8-45ac-9a05-7da2c4ddf937","520 S State Rd 39, Lebanon, IN, 46052","Match","Non_Exact","520 STATE RD 39, LEBANON, IN, 46052","-86.474076922418,40.028762493335","29253260","L"
"2014a51a-b405-4d49-a3b4-a22a9844ac5f","2201 E 16th Ave, Cordele, GA, ","Match","Non_Exact","2201 16TH AVE E, CORDELE, GA, 31015","-83.745869779738,31.958965809747","636351691","R"
"076b546a-e264-4c18-abfc-bb32380ceaf5","401 Cherry Blossom Way, Georgetown, KY, 40324","Match","Exact","401 CHERRY BLOSSOM WAY, GEORGETOWN, KY, 40324","-84.554785595453,38.275261825686","41245914","R"
"104adff6-82d2-42b0-9d1b-1a8ef5b55a2a","830 Byrley Rd, Corbin, KY, 40701","Match","Exact","830 BYRLEY RD, CORBIN, KY, 40701","-84.107959605362,36.972156441969","98752757","R"
"1b0ef012-d5cf-4550-8723-3c19fa283ddb","I-95 Southbound, Mile Marker 131, Fredericksburg, VA, 22553","No_Match"
"0d70ce2a-08a6-478f-a91b-b626f7086ab3","1290 N Monroe St, Monroe, MI, 48162","Match","Exact","1290 N MONROE ST, MONROE, MI, 48162","-83.389769073968,41.933653618999","40477340","R"
"0fda85a9-364c-4541-99d7-fac38c8f755e","2607 Scrubby Bluff Rd, Kingsland, GA, 31548","Match","Exact","2607 SCRUBBY BLUFF RD, KINGSLAND, GA, 31548","-81.658232854157,30.760934622588","635006451","R"
"f6a155cc-c10c-455a-b854-a3643c00535d","3460 Madison Hwy, Valdosta, GA, 31601","Match","Exact","3460 MADISON HWY, VALDOSTA, GA, 31601","-83.272254980109,30.754240023721","641289805","L"
"ed2d89b5-609b-4e0e-91fa-bde1dbd93533","1190 Frank Amerson Pkwy, Macon, GA, 31216","Match","Exact","1190 FRANK AMERSON PKWY, MACON, GA, 31216","-83.734473899988,32.719176173911","650760623","L"
"533ac088-b077-4175-880b-04fb1ec093c1","709 E Vine St, Vienna, IL, 62995","Match","Exact","709 E VINE ST, VIENNA, IL, 62995","-88.885548823589,37.416660740209","5680242","R"
"a732e380-3d35-43b5-916a-47198de64c3e","3460 Madison Hwy, Valdosta, GA, 31601","Match","Exact","3460 MADISON HWY, VALDOSTA, GA, 31601","-83.272254980109,30.754240023721","641289805","L"
"5046a85e-6a9a-49e8-aedd-ab29f95b00d1","1221 E 12th St, Wilmington, DE, 19802","Match","Exact","1221 E 12TH ST, WILMINGTON, DE, 19802","-75.532929394241,39.741768482093","636204346","L"
"33e41d22-1dac-425b-a17d-c9b6affcda21","122 Truck Stop Way, Jackson, GA, 30233","Match","Exact","122 TRUCK STOP WAY, JACKSON, GA, 30233","-84.058483999613,33.207643994205","647372102","L"
"15f5c84b-8284-455e-8928-c688f5a308ab","1081 Belwood Rd SE, Calhoun, GA, 30701","Match","Exact","1081 BELWOOD RD SE, CALHOUN, GA, 30701","-84.914507772724,34.443666695584","648844217","L"
"1c486059-1bf4-47b8-845f-e817c22b7674","61 Heather Lane, Perryville, MD, 21903","Match","Exact","61 HEATHER LN, PERRYVILLE, MD, 21903","-76.068126215863,39.588772335764","187425683","R"
