"listing_id","business_name","input_address","census_matched_address","existing_coordinate","proposed_coordinate","distance_from_control_m","state_bounds_result","match_classification","reviewer_decision","reviewer_notes"
"1d38a614-f929-4747-95c3-7ae04f61c4e0","BestDrive Commercial Tire Center - Cartersville","2225 Hwy 411 NE, Cartersville, GA 30121","2225 US HWY 411, CARTERSVILLE, GA, 30121","","34.238810509365,-84.776960568723","","in-state","census-manual-review","",""
"0a0c7a0d-2fb0-4201-a93f-b934e2617b5b","Petro Kenly 95 #395","923 Johnston Pkwy, Kenly, NC 27542","923 JOHNSTON PKWY, KENLY, NC, 27542","","35.581359917897,-78.146581818113","","in-state","census-manual-review","",""
"523080e8-e097-4129-a1fd-6971162dc8c0","Newport Truck and Trailer Repair - Fleet Truck Parking","116 Jasmine Dr, Newport, TN 37821","116 JASMINE RD, NEWPORT, TN, 37821","","35.976674013418,-83.213077106793","","in-state","census-manual-review","",""
"b04bb2a3-499f-4184-afb2-ea9fdcd26826","Speedway #8064","5829 State Road 43 N, Lafayette, IN 47906","5829 STATE RD 43, LAFAYETTE, IN, 47906","","40.501961705523,-86.86847837435","","in-state","census-manual-review","",""
"58632d08-df92-4a46-8c2a-b89a3a0e138a","Piedmont Truck Tires Inc. (McCarthy Tire Service)","1317 Emmanuel Church Rd, Conover, NC 28613","1317 EMMANUEL CHURCH RD, CONOVER, NC, 28613","","35.700228474328,-81.198533413134","","in-state","census-manual-review","",""
"c3ed2924-e776-4546-bd7c-1547e2413728","JAM Best-One Fleet Service","6202 Fairfield Dr, Northwood, OH 43619","6202 FAIRFIELD DR, NORTHWOOD, OH, 43619","","41.604397845899,-83.552044923476","","in-state","census-manual-review","",""
"50c54637-cbc4-4afc-95f4-10e946870d06","Thompson Truck Group - Cookeville (International dealer, former Landmark International)","8220 Roberts Matthews Hwy, Cookeville, TN","8220 ROBERTS MATTHEWS HWY, COOKEVILLE, TN, 38506","","36.074010445996,-85.506387976382","","in-state","census-manual-review","",""
"2f8d337f-56bf-4d5d-bfca-44de796066ca","Love's Truck Care - Ocala (#363)","7791 NW 47th Ave, Ocala, FL 34482","","","","","n/a","census-no-match","",""
"8834db27-9646-4ec7-be01-8249b27e8034","I-40 Diesel & Auto","201 Reep Dr, Morganton, NC 28655","201 REEP ST, MORGANTON, NC, 28655","","35.733517751059,-81.786604032782","","in-state","census-manual-review","",""
"13a9285c-b1a3-41c1-8bd8-b37661403226","Conoco Truck Stop (Carlisle One Stop)","1491 Bobby L Glover Highway, Carlisle, AR 72024","","","","","n/a","census-no-match","",""
"18df2837-56f3-4b52-9360-d625614d0910","American Driver Training Academy","618 Lambson Ln, New Castle, DE 19720","618 LAMBSON LN, NEW CASTLE, DE, 19720","","39.705251548246,-75.539944865575","","in-state","census-manual-review","",""
"d71c3b0e-137c-404e-afd8-35f9caf76be8","Love's Speedco #930","101 Woodard Dr, Kenly, NC 27542","101 WOODARD DR, KENLY, NC, 27542","","35.581923852471,-78.149082637636","","in-state","census-manual-review","",""
"c32686ff-6cf3-4422-af97-80b823e07eb9","Love's Travel Stop #618 (Birch Run)","8795 Main St, Birch Run, MI 48415","8795 MAIN ST, BIRCH RUN, MI, 48415","","43.250237273005,-83.778810782379","","in-state","census-manual-review","",""
"2a63ae26-efa4-4591-bd3d-63f45bf8639c","Shawnee Fuel Stop","1250 West Breese Road, Lima, OH 45806","1250 W BREESE RD, LIMA, OH, 45806","","40.686757779062,-84.126006512787","","in-state","census-manual-review","",""
"02cc4878-abf2-44a6-9495-7fbd598d4bc3","Spirit Travel Center","192 Highway 83, Evergreen, AL 36401","192 STATE RTE 83, EVERGREEN, AL, 36401","","31.460002568498,-86.970168893875","","in-state","census-manual-review","",""
"73f556fb-c779-4a56-896a-4ed1b6d0c666","Super 8 by Wyndham Indianapolis/Southport Rd","4033 E Southport Rd, Indianapolis, IN 46237","4033 E SOUTHPORT RD, INDIANAPOLIS, IN, 46237","","39.665401296724,-86.097902576049","","in-state","census-manual-review","",""
"e862ec83-1ad2-4128-90dd-2cb529a71c79","Love's Travel Stop #629","1001 Highway 76, White House, TN 37188","1001 STATE RTE 76, WHITE HOUSE, TN, 37188","","36.468468592734,-86.688294463063","","in-state","census-manual-review","",""
"f6502eed-0e6a-40c4-a5df-d5a0068ef809","Love's Travel Stop #459","4155 S Indianapolis Rd, Whitestown, IN 46075","4155 INDIANAPOLIS RD, WHITESTOWN, IN, 46075","","39.978017165801,-86.397236740986","","in-state","census-manual-review","",""
"f0783c4c-568f-4ed0-8ee8-baec2257dab1","Pilot Flying J Truck Care - Woodhaven","21055 West Rd, Woodhaven, MI 48183","21055 WEST RD, WOODHAVEN, MI, 48183","","42.139119390052,-83.238172339735","","in-state","census-manual-review","",""
"3e0cd409-c3fc-4aa3-bdfd-0fe2587746f6","Derby City South Truck Plaza","1990 Richmond St (US-25), Mount Vernon, KY 40456","1990 RICHMOND ST, MOUNT VERNON, KY, 40456","","37.380715577858,-84.330278843151","","in-state","census-manual-review","",""
"f0d5921a-b53e-482e-941c-3fab7398e0aa","Ramada by Wyndham Sellersburg / Louisville North","360 Triangle Dr, Sellersburg, IN 47172","360 TRIANGLE DR, SELLERSBURG, IN, 47172","","38.394215936304,-85.759606084488","","in-state","census-manual-review","",""
"7a1de681-cd92-4406-8bea-30ee681a1c98","CAT Scale (Circle K Bradenton)","6410 E State Road 64, Bradenton, FL 34208","6410 E STATE RD 64, BRADENTON, FL, 34208","","27.492526970571,-82.481200844285","","in-state","census-manual-review","",""
"55ea9889-c967-4506-aab5-c5fb836ee30e","Michigan Welcome Center - St. Ignace (I-75)","I-75 N Mackinac Bridge Plaza, St. Ignace, MI 49781","","","","","n/a","census-no-match","",""
"997524e9-7d7a-48d1-b5e5-21ece287e0ec","Speedco #920 (Gary)","5225 W 26th Ave, Gary, IN 46406","5225 W 26TH AVE, GARY, IN, 46406","","41.571579572289,-87.401114149254","","in-state","census-manual-review","",""
"03ed38e8-cad2-426a-9624-021532e389b4","Uniontown Fuel Stop","11786 E State Road 250, Crothersville, IN 47274","11786 E STATE RD 250, CROTHERSVILLE, IN, 47229","","38.843670590379,-85.818119349139","","in-state","census-manual-review","",""
"1822b81f-648c-4711-a265-fe1800ccb423","Love's Travel Stop #451","5115 N 300 E, Whiteland, IN 46184","","","","","n/a","census-no-match","",""
"d536ca31-468a-4974-b480-dd9bfb9f264b","CAT Scale at Love's Dunn","3948 Hodges Chapel Rd, Dunn, NC 28334","3948 HODGES CHAPEL RD, DUNN, NC, 28334","","35.3395909234,-78.556245156296","","in-state","census-manual-review","",""
"ad02b07e-d2e3-4c78-978f-c18dee094d5b","Super 8 by Wyndham Knoxville North/Powell","323 E. Emory Road, Powell, TN 37849","323 E EMORY RD, POWELL, TN, 37849","","36.047127546587,-84.003217082034","","in-state","census-manual-review","",""
"737b6683-853c-4c7c-9b81-30aadadb627d","Knights Inn Wildersville","21305 State Route 22 N, Wildersville, TN 38388","21305 HWY 22 N, WILDERSVILLE, TN, 38388","","35.790125491734,-88.391699004905","","in-state","census-manual-review","",""
"525d165f-3020-48a5-a584-8bf689288500","Love's Speedco #906","130 Pilot Dr, Brunswick, GA 31523","","","","","n/a","census-no-match","",""
"d7669ede-a1d0-4fc9-9bd7-ab2fc25db55e","CAT Scale at Love's Travel Stop #330","110 Fast Ln, Baxter, TN 38544","","","","","n/a","census-no-match","",""
"c9ebaa0f-5ca1-44d9-91c3-1965fdd9f9a4","Love's Travel Stop #724 (Lake City)","13700 S US Highway 441, Lake City, FL 32025","13700 S US HWY 441, LAKE CITY, FL, 32025","","30.003718491356,-82.597421928609","","in-state","census-manual-review","",""
"00da872b-f8e1-4216-87b8-2991147f166f","Truck Parking Club - 750 Buckeye Rd (Lima, bobtail)","750 Buckeye Rd, Lima, OH 45804","750 BUCKEYE RD, LIMA, OH, 45804","","40.708587904275,-84.114709248403","","in-state","census-manual-review","",""
"e2aee5e7-1139-4566-a012-aa2ab3dc8453","CAT Scale — Pilot Travel Center #457, Beaverdam","427 East Main St, Beaverdam, OH 45808","427 E MAIN ST, BEAVERDAM, OH, 45808","","40.833175435759,-83.965574348013","","in-state","census-manual-review","",""
"d7c49137-e82a-4601-8f1b-d35d8d932c3e","CAT Scale — TA Saginaw #198, Bridgeport","6364 Dixie Hwy, Bridgeport, MI 48722","6364 DIXIE HWY, BRIDGEPORT, MI, 48722","","43.352606445024,-83.868820986088","","in-state","census-manual-review","",""
"4b5d062c-18db-4d39-8a06-073ae984e323","Truck Parking Club - 120 Declaration Dr, McDonough","120 Declaration Dr, McDonough, GA 30253","120 DECLARATION DR, MCDONOUGH, GA, 30253","","33.397740646547,-84.166665718041","","in-state","census-manual-review","",""
"6e837904-c3b3-432f-b78f-bce80ada5ea0","Southern Tire Mart at Pilot #314","505 Patriot Dr, Dandridge, TN 37725","505 PATRIOT DR, DANDRIDGE, TN, 37725","","36.03907915899,-83.444214712387","","in-state","census-manual-review","",""
"606a8c6f-80a0-4fd2-865e-19f30f18fd29","CAT Scale — Pilot Travel Center #321, Walton (Richwood)","11229 Frontage Rd, Walton, KY 41094","11229 FRONTAGE RD, WALTON, KY, 41094","","38.917608743936,-84.631258893509","","in-state","census-manual-review","",""
"6e547c77-4ab9-49fa-bfdc-0d6ad39abaed","Bells Truck Stop","9730 US Highway 70, Brownsville, TN 38006","9730 US HWY 70, BELLS, TN, 38006","","35.584202227624,-89.090447228909","","in-state","census-manual-review","",""
"deb4ebbf-3a76-487f-b015-532c1f6f4d9f","CAT Scale — Love's Travel Stop #724, Lake City","13700 S US Highway 441, Lake City, FL 32025","13700 S US HWY 441, LAKE CITY, FL, 32025","","30.003718491356,-82.597421928609","","in-state","census-manual-review","",""
"efd90b77-aa20-461b-95ef-73c6ad153da2","Super 8 by Wyndham Ellenton Bradenton Area","5218 17th St E, Ellenton, FL 34222","5218 17TH ST E, ELLENTON, FL, 34222","","27.528847226547,-82.512802270495","","in-state","census-manual-review","",""
"65b43b41-ec30-4e6c-bb62-89350773f592","TruckParkingClub - 1100 NW 1st Ave, Ocala","1100 NW 1st Ave, Ocala, FL 34475","1100 NW 1ST AVE, OCALA, FL, 34475","","29.197620519283,-82.137857997614","","in-state","census-manual-review","",""
"a68d59ed-297d-4b52-96c3-f59bfc608bb0","Service Tire","81 Fesslers Ln, Nashville, TN 37210","81 FESSLERS LN, NASHVILLE, TN, 37210","","36.157918109302,-86.743957976205","","in-state","census-manual-review","",""
"da698161-6d20-4069-9e12-64db6fb9cf21","Pilot Travel Center #9","6830 Franklin-Lebanon Road, Franklin, OH 45005","","","","","n/a","census-no-match","",""
"1288759e-4934-4d85-ba1a-ea9684af445f","Monroe Truck & RV Wash","1840 Frenchtown Center Dr, Monroe, MI 48162","1840 FRENCHTOWN CENTER DR, MONROE, MI, 48162","","41.933044402391,-83.353968130267","","in-state","census-manual-review","",""
"3b130209-e596-4c15-a1fa-522cf7d933bc","CAT Scale at Pilot Florence (#337)","2015 W Lucas St, Florence, SC 29501","2015 W LUCAS ST, FLORENCE, SC, 29501","","34.232523590175,-79.802881994808","","in-state","census-manual-review","",""
"0432986c-b8ae-47fe-a647-db30b12d9434","Love's Truck Tire Care #624, Prichard","2600 W I-65 Service Rd N, Prichard, AL 36612","","","","","n/a","census-no-match","",""
"54d2b882-24b4-4c09-b2b8-98529c4e1af7","QuikTrip Travel Center #757","961 Hwy 140 NW, Adairsville, GA 30103","961 STATE RTE 140, ADAIRSVILLE, GA, 30103","","34.378529112124,-84.907028772019","","in-state","census-manual-review","",""
"2aafd4fa-3045-492d-a047-49a8ada973dd","CAT Scale — Pilot Travel Center #231, Corbin","249 W Cumberland Gap Pkwy, Corbin, KY 40701","","","","","n/a","census-no-match","",""
"f3c0bc13-9e53-4196-b049-258e92e71544","CAT Scale - Love's Travel Stop #369 Dickson","2971 Highway 48 S, Dickson, TN 37055","2971 STATE RTE 48 S, DICKSON, TN, 37055","","35.990800182928,-87.488846285598","","in-state","census-manual-review","",""
"eb21f83a-5ec0-4447-b261-6ecb564187c7","Love's Travel Stop #267","1600 N Hwy 95, Morrilton, AR 72110","1600 STATE HWY 95, MORRILTON, AR, 72110","","35.266404440552,-92.732486808022","","in-state","census-manual-review","",""
"1de92b6e-da68-4c61-9d31-9e03ca0ebe79","Dishman's Shell Food Mart","3198 Lexington Rd, Richmond, KY 40475","3198 LEXINGTON RD, RICHMOND, KY, 40475","","37.842984206306,-84.329593206444","","in-state","census-manual-review","",""
"cb6ce84c-cf06-40c0-bc53-41bc41c426a8","CAT Scale at Love's Jacksonville (Pecan Park)","400 Pecan Park Rd, Jacksonville, FL 32218","400 PECAN PARK RD, JACKSONVILLE, FL, 32218","","30.517650417499,-81.628507341852","","in-state","census-manual-review","",""
"22ecd0b0-6bb4-4069-a825-b571c22bc991","CAT Scale — Love's Travel Stop #747, Sidney","2241 Fair Rd, Sidney, OH 45365","2241 FAIR RD, SIDNEY, OH, 45365","","40.266052769091,-84.188123805107","","in-state","census-manual-review","",""
"45dba33a-1322-426d-a01e-6809df669d92","MAPCO Express #1028","8631 Highway 25 E, Cross Plains, TN 37049","8631 STATE RTE 25, CROSS PLAINS, TN, 37049","","36.530073070351,-86.647932347734","","in-state","census-manual-review","",""
"cdeada8d-83d9-44dd-97ad-bbcbb6867252","Biden Welcome Center Truck Parking","530 John F. Kennedy Memorial Hwy, Newark, DE 19713","530 JFK MEMORIAL, NEWARK, DE, 19702","","39.664814158288,-75.688228857696","","in-state","census-manual-review","",""
"3424577e-6317-4273-9ec2-7f64adb7c073","Truck & Trailer Parking off US-72 (Athens)","25845 US-72, Athens, AL 35613","25845 US HWY 72, ATHENS, AL, 35613","","34.764924964979,-86.867364742559","","in-state","census-manual-review","",""
"a8c4f2d2-a328-4706-8fe2-5b4230bde389","London Travel Plaza (AMBEST, formerly London Auto/Truck Center BP)","15 Dogpatch Trading Center, London, KY 40741","","","","","n/a","census-no-match","",""
"4286be9b-c51a-4be9-83ec-d9295237982f","Delta Repair Shop","2112 N Main St, Brinkley, AR 72021","2112 N MAIN ST, BRINKLEY, AR, 72021","","34.913581258885,-91.195195124278","","in-state","census-manual-review","",""
"4f23643b-4ec9-471a-beac-7a7538e73adf","Pilot Travel Center #337","2015 W Lucas St, Florence, SC 29501","2015 W LUCAS ST, FLORENCE, SC, 29501","","34.232523590175,-79.802881994808","","in-state","census-manual-review","",""
"cc5eadd1-f22b-4a84-a1a8-7ec8f315f47a","Craig's Mobile Steam Cleaning","51 Springdale Dr, Newark, DE 19711","51 SPRINGLAKE DR, NEWARK, DE, 19711","","39.699287164147,-75.68865142257","","in-state","census-manual-review","",""
"7f946536-b497-41a6-8f8a-e85b2b6b110d","CAT Scale at Pilot Remington #34","4154 W US Hwy 24, Remington, IN 47977","4154 US HWY 24, REMINGTON, IN, 47977","","40.765828608742,-87.124234934875","","in-state","census-manual-review","",""
"7429a8d9-ab7c-4563-be9c-c66b0b19efc4","Lockup Storage - Truck & Trailer Parking","7507 US-31, Sellersburg, IN 47172","","","","","n/a","census-no-match","",""
"abdf8ec0-0299-49fc-b832-31219bed310d","CAT Scale - Beacon & Bridge Market, Mt Morris","4181 W Mount Morris Rd, Mount Morris, MI 48458","4181 W MOUNT MORRIS RD, MOUNT MORRIS, MI, 48458","","43.1189947983,-83.76016751098","","in-state","census-manual-review","",""
"50c293a2-8ee6-465e-b34e-f4fbc12ecb96","Days Inn by Wyndham Clanton","2000 Big M Blvd, Clanton, AL 35046","","","","","n/a","census-no-match","",""
"592fd7e2-c237-4e04-931c-ba3329687ed7","Truck Parking Club - 3928 Glenway Ave (Cincinnati)","3928 Glenway Ave, Cincinnati, OH 45205","3928 GLENWAY AVE, CINCINNATI, OH, 45205","","39.114161073823,-84.578368541117","","in-state","census-manual-review","",""
"cf54cfb5-5556-4180-815e-ddeecc159719","Truck & Trailer Parking - 3870 Chase St (Gary)","3870 Chase St, Gary, IN 46408","3870 CHASE ST, GARY, IN, 46408","","41.548842723798,-87.375212987806","","in-state","census-manual-review","",""
"856e353b-3c68-4b11-9ec1-c0f5a898c888","Super 8 by Wyndham Brinkley","2005-A N Main St, Brinkley, AR 72021","2005 N MAIN ST, BRINKLEY, AR, 72021","","34.911493439927,-91.196088852947","","in-state","census-manual-review","",""
"28410ba0-b864-4c43-97cc-93a77a819342","Love's Truck Care — Love's Travel Stop #346","1624 Bear Creek Pike, Columbia, TN 38401","1624 BEAR CREEK PIKE, COLUMBIA, TN, 38401","","35.644334713207,-86.88599342113","","in-state","census-manual-review","",""
"5708f6be-07ee-4cde-8568-47b94d8cb9ca","Morgan Valero Truck Stop","18823 MacArthur Dr, North Little Rock, AR 72118","18823 MACARTHUR DR, NORTH LITTLE ROCK, AR, 72118","","34.886714566965,-92.374800697569","","in-state","census-manual-review","",""
"d806f887-5291-49e4-8e36-4e7ae97c3996","Pilot Travel Center #271 (Burr Street)","2501 Burr St, Gary, IN 46406","2501 BURR ST, GARY, IN, 46406","","41.57345062487,-87.403375915921","","in-state","census-manual-review","",""
"53c9e3df-31f9-4405-9b33-0b089333c88e","Quality Inn Columbia I-65","1544 Bear Creek Pike, Columbia, TN 38401","1544 BEAR CREEK PIKE, COLUMBIA, TN, 38401","","35.642991573977,-86.899591955903","","in-state","census-manual-review","",""
"9b0bb934-cb3a-499c-b362-8f665e065b81","Flying J Travel Plaza #749 (Carmel Church)","23866 Rogers Clark Blvd, Ruther Glen, VA 22546","23866 ROGERS CLARK BLVD, RUTHER GLEN, VA, 22546","","37.938439878707,-77.466778515929","","in-state","census-manual-review","",""
"3a916e0e-766f-4fe5-b3ac-6613861492e7","Truck Parking Club - 8145 Connector Dr (Florence)","8145 Connector Dr, Florence, KY 41042","","","","","n/a","census-no-match","",""
"128e28fd-ea53-4895-8b25-1d330554e8b6","East Holly Truck Stop","8435 E Holly Rd, Holly, MI","","","","","n/a","census-no-match","",""
"2138c8b1-489c-4aa9-9fe9-51cf8fb72982","CAT Scale — Mr. Fuel Travel Center, Walton","118 Richwood Rd, Walton, KY 41094","118 RICHWOOD RD, WALTON, KY, 41094","","38.918901157067,-84.624692350623","","in-state","census-manual-review","",""
"5e845e58-af0f-4226-96f6-e7d384fe3611","CAT Scale — Pilot Travel Center #353, Georgetown (Triport Rd)","110 Triport Rd, Georgetown, KY 40324","110 TRIPORT RD, GEORGETOWN, KY, 40324","","38.275107843938,-84.553423515722","","in-state","census-manual-review","",""
"beb05d53-db50-49cb-8790-ec01b45c8187","Love's Travel Stop #420","3001 TV Rd, Florence, SC 29501","3001 TV RD, FLORENCE, SC, 29501","","34.266626119069,-79.730686907746","","in-state","census-manual-review","",""
"61990c24-6dcc-4d68-9d2c-76f95ea5e682","Blue Beacon Truck Wash of Walton","13085 Walton Verona Rd, Walton, KY 41094","13085 WALTON-VERONA RD, WALTON, KY, 41094","","38.856454219411,-84.624452160103","","in-state","census-manual-review","",""
"48597a5d-b599-4e11-9826-eae4352b3e51","Speedway (Christmasville Rd)","2522 Christmasville Rd, Jackson, TN","2522 CHRISTMASVILLE RD, JACKSON, TN, 38305","","35.684746116796,-88.778481590437","","in-state","census-manual-review","",""
"a70da55a-2a2e-420a-953c-4b6d46e1c435","Flying J Travel Center #652","520 S State Rd 39, Lebanon, IN 46052","520 STATE RD 39, LEBANON, IN, 46052","","40.028762493335,-86.474076922418","","in-state","census-manual-review","",""
"56a4531c-0424-4825-add8-4c9c76280e29","Best Western Inn Florence","7821 Commerce Dr, Florence, KY 41042","7821 COMMERCE DR, FLORENCE, KY, 41042","","39.002832457667,-84.643988629938","","in-state","census-manual-review","",""
"6df1efd9-c205-446d-a485-6e7aa43e3762","Motel 6 North Little Rock","400 West 29th St, North Little Rock, AR 72114","400 E 29TH ST, LITTLE ROCK, AR, 72206","","34.720677097442,-92.26945874224","","in-state","census-manual-review","",""
"db5fdca8-75a2-4c30-a493-81815dfa325b","Bill Morgan Tire Company","88 Robert E Cox Rd, Corbin, KY 40701","88 ROBERT E COX RD, CORBIN, KY, 40701","","36.982630825048,-84.092500021679","","in-state","census-manual-review","",""
